Date,Année,Mois,Numéro mois,Semestre,Numéro semaine,Jour,Numéro jour,Est jour semaine,Mois/Année
2019-03-21 00:00:00.000,2019,mars,3,1,12,jeudi,21,True,mars (2019)
2019-03-22 00:00:00.000,2019,mars,3,1,12,vendredi,22,True,mars (2019)
2019-03-23 00:00:00.000,2019,mars,3,1,12,samedi,23,False,mars (2019)
2019-03-24 00:00:00.000,2019,mars,3,1,12,dimanche,24,False,mars (2019)
2019-03-25 00:00:00.000,2019,mars,3,1,13,lundi,25,True,mars (2019)
2019-03-26 00:00:00.000,2019,mars,3,1,13,mardi,26,True,mars (2019)
2019-03-27 00:00:00.000,2019,mars,3,1,13,mercredi,27,True,mars (2019)
2019-03-28 00:00:00.000,2019,mars,3,1,13,jeudi,28,True,mars (2019)
2019-03-29 00:00:00.000,2019,mars,3,1,13,vendredi,29,True,mars (2019)
2019-03-30 00:00:00.000,2019,mars,3,1,13,samedi,30,False,mars (2019)
2019-03-31 00:00:00.000,2019,mars,3,1,13,dimanche,31,False,mars (2019)
2019-04-01 00:00:00.000,2019,avril,4,1,14,lundi,1,True,avril (2019)
2019-04-02 00:00:00.000,2019,avril,4,1,14,mardi,2,True,avril (2019)
2019-04-03 00:00:00.000,2019,avril,4,1,14,mercredi,3,True,avril (2019)
2019-04-04 00:00:00.000,2019,avril,4,1,14,jeudi,4,True,avril (2019)
2019-04-05 00:00:00.000,2019,avril,4,1,14,vendredi,5,True,avril (2019)
2019-04-06 00:00:00.000,2019,avril,4,1,14,samedi,6,False,avril (2019)
2019-04-07 00:00:00.000,2019,avril,4,1,14,dimanche,7,False,avril (2019)
2019-04-08 00:00:00.000,2019,avril,4,1,15,lundi,8,True,avril (2019)
2019-04-09 00:00:00.000,2019,avril,4,1,15,mardi,9,True,avril (2019)
2019-04-10 00:00:00.000,2019,avril,4,1,15,mercredi,10,True,avril (2019)
2019-04-11 00:00:00.000,2019,avril,4,1,15,jeudi,11,True,avril (2019)
2019-04-12 00:00:00.000,2019,avril,4,1,15,vendredi,12,True,avril (2019)
2019-04-13 00:00:00.000,2019,avril,4,1,15,samedi,13,False,avril (2019)
2019-04-14 00:00:00.000,2019,avril,4,1,15,dimanche,14,False,avril (2019)
2019-04-15 00:00:00.000,2019,avril,4,1,16,lundi,15,True,avril (2019)
2019-04-16 00:00:00.000,2019,avril,4,1,16,mardi,16,True,avril (2019)
2019-04-17 00:00:00.000,2019,avril,4,1,16,mercredi,17,True,avril (2019)
2019-04-18 00:00:00.000,2019,avril,4,1,16,jeudi,18,True,avril (2019)
2019-04-19 00:00:00.000,2019,avril,4,1,16,vendredi,19,True,avril (2019)
2019-04-20 00:00:00.000,2019,avril,4,1,16,samedi,20,False,avril (2019)
2019-04-21 00:00:00.000,2019,avril,4,1,16,dimanche,21,False,avril (2019)
2019-04-22 00:00:00.000,2019,avril,4,1,17,lundi,22,True,avril (2019)
2019-04-23 00:00:00.000,2019,avril,4,1,17,mardi,23,True,avril (2019)
2019-04-24 00:00:00.000,2019,avril,4,1,17,mercredi,24,True,avril (2019)
2019-04-25 00:00:00.000,2019,avril,4,1,17,jeudi,25,True,avril (2019)
2019-04-26 00:00:00.000,2019,avril,4,1,17,vendredi,26,True,avril (2019)
2019-04-27 00:00:00.000,2019,avril,4,1,17,samedi,27,False,avril (2019)
2019-04-28 00:00:00.000,2019,avril,4,1,17,dimanche,28,False,avril (2019)
2019-04-29 00:00:00.000,2019,avril,4,1,18,lundi,29,True,avril (2019)
2019-04-30 00:00:00.000,2019,avril,4,1,18,mardi,30,True,avril (2019)
2019-05-01 00:00:00.000,2019,mai,5,1,18,mercredi,1,True,mai (2019)
2019-05-02 00:00:00.000,2019,mai,5,1,18,jeudi,2,True,mai (2019)
2019-05-03 00:00:00.000,2019,mai,5,1,18,vendredi,3,True,mai (2019)
2019-05-04 00:00:00.000,2019,mai,5,1,18,samedi,4,False,mai (2019)
2019-05-05 00:00:00.000,2019,mai,5,1,18,dimanche,5,False,mai (2019)
2019-05-06 00:00:00.000,2019,mai,5,1,19,lundi,6,True,mai (2019)
2019-05-07 00:00:00.000,2019,mai,5,1,19,mardi,7,True,mai (2019)
2019-05-08 00:00:00.000,2019,mai,5,1,19,mercredi,8,True,mai (2019)
2019-05-09 00:00:00.000,2019,mai,5,1,19,jeudi,9,True,mai (2019)
2019-05-10 00:00:00.000,2019,mai,5,1,19,vendredi,10,True,mai (2019)
2019-05-11 00:00:00.000,2019,mai,5,1,19,samedi,11,False,mai (2019)
2019-05-12 00:00:00.000,2019,mai,5,1,19,dimanche,12,False,mai (2019)
2019-05-13 00:00:00.000,2019,mai,5,1,20,lundi,13,True,mai (2019)
2019-05-14 00:00:00.000,2019,mai,5,1,20,mardi,14,True,mai (2019)
2019-05-15 00:00:00.000,2019,mai,5,1,20,mercredi,15,True,mai (2019)
2019-05-16 00:00:00.000,2019,mai,5,1,20,jeudi,16,True,mai (2019)
2019-05-17 00:00:00.000,2019,mai,5,1,20,vendredi,17,True,mai (2019)
2019-05-18 00:00:00.000,2019,mai,5,1,20,samedi,18,False,mai (2019)
2019-05-19 00:00:00.000,2019,mai,5,1,20,dimanche,19,False,mai (2019)
2019-05-20 00:00:00.000,2019,mai,5,1,21,lundi,20,True,mai (2019)
2019-05-21 00:00:00.000,2019,mai,5,1,21,mardi,21,True,mai (2019)
2019-05-22 00:00:00.000,2019,mai,5,1,21,mercredi,22,True,mai (2019)
2019-05-23 00:00:00.000,2019,mai,5,1,21,jeudi,23,True,mai (2019)
2019-05-24 00:00:00.000,2019,mai,5,1,21,vendredi,24,True,mai (2019)
2019-05-25 00:00:00.000,2019,mai,5,1,21,samedi,25,False,mai (2019)
2019-05-26 00:00:00.000,2019,mai,5,1,21,dimanche,26,False,mai (2019)
2019-05-27 00:00:00.000,2019,mai,5,1,22,lundi,27,True,mai (2019)
2019-05-28 00:00:00.000,2019,mai,5,1,22,mardi,28,True,mai (2019)
2019-05-29 00:00:00.000,2019,mai,5,1,22,mercredi,29,True,mai (2019)
2019-05-30 00:00:00.000,2019,mai,5,1,22,jeudi,30,True,mai (2019)
2019-05-31 00:00:00.000,2019,mai,5,1,22,vendredi,31,True,mai (2019)
2019-06-01 00:00:00.000,2019,juin,6,1,22,samedi,1,False,juin (2019)
2019-06-02 00:00:00.000,2019,juin,6,1,22,dimanche,2,False,juin (2019)
2019-06-03 00:00:00.000,2019,juin,6,1,23,lundi,3,True,juin (2019)
2019-06-04 00:00:00.000,2019,juin,6,1,23,mardi,4,True,juin (2019)
2019-06-05 00:00:00.000,2019,juin,6,1,23,mercredi,5,True,juin (2019)
2019-06-06 00:00:00.000,2019,juin,6,1,23,jeudi,6,True,juin (2019)
2019-06-07 00:00:00.000,2019,juin,6,1,23,vendredi,7,True,juin (2019)
2019-06-08 00:00:00.000,2019,juin,6,1,23,samedi,8,False,juin (2019)
2019-06-09 00:00:00.000,2019,juin,6,1,23,dimanche,9,False,juin (2019)
2019-06-10 00:00:00.000,2019,juin,6,1,24,lundi,10,True,juin (2019)
2019-06-11 00:00:00.000,2019,juin,6,1,24,mardi,11,True,juin (2019)
2019-06-12 00:00:00.000,2019,juin,6,1,24,mercredi,12,True,juin (2019)
2019-06-13 00:00:00.000,2019,juin,6,1,24,jeudi,13,True,juin (2019)
2019-06-14 00:00:00.000,2019,juin,6,1,24,vendredi,14,True,juin (2019)
2019-06-15 00:00:00.000,2019,juin,6,1,24,samedi,15,False,juin (2019)
2019-06-16 00:00:00.000,2019,juin,6,1,24,dimanche,16,False,juin (2019)
2019-06-17 00:00:00.000,2019,juin,6,1,25,lundi,17,True,juin (2019)
2019-06-18 00:00:00.000,2019,juin,6,1,25,mardi,18,True,juin (2019)
2019-06-19 00:00:00.000,2019,juin,6,1,25,mercredi,19,True,juin (2019)
2019-06-20 00:00:00.000,2019,juin,6,1,25,jeudi,20,True,juin (2019)
2019-06-21 00:00:00.000,2019,juin,6,1,25,vendredi,21,True,juin (2019)
2019-06-22 00:00:00.000,2019,juin,6,1,25,samedi,22,False,juin (2019)
2019-06-23 00:00:00.000,2019,juin,6,1,25,dimanche,23,False,juin (2019)
2019-06-24 00:00:00.000,2019,juin,6,1,26,lundi,24,True,juin (2019)
2019-06-25 00:00:00.000,2019,juin,6,1,26,mardi,25,True,juin (2019)
2019-06-26 00:00:00.000,2019,juin,6,1,26,mercredi,26,True,juin (2019)
2019-06-27 00:00:00.000,2019,juin,6,1,26,jeudi,27,True,juin (2019)
2019-06-28 00:00:00.000,2019,juin,6,1,26,vendredi,28,True,juin (2019)
2019-06-29 00:00:00.000,2019,juin,6,1,26,samedi,29,False,juin (2019)
2019-06-30 00:00:00.000,2019,juin,6,1,26,dimanche,30,False,juin (2019)
2019-07-01 00:00:00.000,2019,juillet,7,2,27,lundi,1,True,juillet (2019)
2019-07-02 00:00:00.000,2019,juillet,7,2,27,mardi,2,True,juillet (2019)
2019-07-03 00:00:00.000,2019,juillet,7,2,27,mercredi,3,True,juillet (2019)
2019-07-04 00:00:00.000,2019,juillet,7,2,27,jeudi,4,True,juillet (2019)
2019-07-05 00:00:00.000,2019,juillet,7,2,27,vendredi,5,True,juillet (2019)
2019-07-06 00:00:00.000,2019,juillet,7,2,27,samedi,6,False,juillet (2019)
2019-07-07 00:00:00.000,2019,juillet,7,2,27,dimanche,7,False,juillet (2019)
2019-07-08 00:00:00.000,2019,juillet,7,2,28,lundi,8,True,juillet (2019)
2019-07-09 00:00:00.000,2019,juillet,7,2,28,mardi,9,True,juillet (2019)
2019-07-10 00:00:00.000,2019,juillet,7,2,28,mercredi,10,True,juillet (2019)
2019-07-11 00:00:00.000,2019,juillet,7,2,28,jeudi,11,True,juillet (2019)
2019-07-12 00:00:00.000,2019,juillet,7,2,28,vendredi,12,True,juillet (2019)
2019-07-13 00:00:00.000,2019,juillet,7,2,28,samedi,13,False,juillet (2019)
2019-07-14 00:00:00.000,2019,juillet,7,2,28,dimanche,14,False,juillet (2019)
2019-07-15 00:00:00.000,2019,juillet,7,2,29,lundi,15,True,juillet (2019)
2019-07-16 00:00:00.000,2019,juillet,7,2,29,mardi,16,True,juillet (2019)
2019-07-17 00:00:00.000,2019,juillet,7,2,29,mercredi,17,True,juillet (2019)
2019-07-18 00:00:00.000,2019,juillet,7,2,29,jeudi,18,True,juillet (2019)
2019-07-19 00:00:00.000,2019,juillet,7,2,29,vendredi,19,True,juillet (2019)
2019-07-20 00:00:00.000,2019,juillet,7,2,29,samedi,20,False,juillet (2019)
2019-07-21 00:00:00.000,2019,juillet,7,2,29,dimanche,21,False,juillet (2019)
2019-07-22 00:00:00.000,2019,juillet,7,2,30,lundi,22,True,juillet (2019)
2019-07-23 00:00:00.000,2019,juillet,7,2,30,mardi,23,True,juillet (2019)
2019-07-24 00:00:00.000,2019,juillet,7,2,30,mercredi,24,True,juillet (2019)
2019-07-25 00:00:00.000,2019,juillet,7,2,30,jeudi,25,True,juillet (2019)
2019-07-26 00:00:00.000,2019,juillet,7,2,30,vendredi,26,True,juillet (2019)
2019-07-27 00:00:00.000,2019,juillet,7,2,30,samedi,27,False,juillet (2019)
2019-07-28 00:00:00.000,2019,juillet,7,2,30,dimanche,28,False,juillet (2019)
2019-07-29 00:00:00.000,2019,juillet,7,2,31,lundi,29,True,juillet (2019)
2019-07-30 00:00:00.000,2019,juillet,7,2,31,mardi,30,True,juillet (2019)
2019-07-31 00:00:00.000,2019,juillet,7,2,31,mercredi,31,True,juillet (2019)
2019-08-01 00:00:00.000,2019,aout,8,2,31,jeudi,1,True,aout (2019)
2019-08-02 00:00:00.000,2019,aout,8,2,31,vendredi,2,True,aout (2019)
2019-08-03 00:00:00.000,2019,aout,8,2,31,samedi,3,False,aout (2019)
2019-08-04 00:00:00.000,2019,aout,8,2,31,dimanche,4,False,aout (2019)
2019-08-05 00:00:00.000,2019,aout,8,2,32,lundi,5,True,aout (2019)
2019-08-06 00:00:00.000,2019,aout,8,2,32,mardi,6,True,aout (2019)
2019-08-07 00:00:00.000,2019,aout,8,2,32,mercredi,7,True,aout (2019)
2019-08-08 00:00:00.000,2019,aout,8,2,32,jeudi,8,True,aout (2019)
2019-08-09 00:00:00.000,2019,aout,8,2,32,vendredi,9,True,aout (2019)
2019-08-10 00:00:00.000,2019,aout,8,2,32,samedi,10,False,aout (2019)
2019-08-11 00:00:00.000,2019,aout,8,2,32,dimanche,11,False,aout (2019)
2019-08-12 00:00:00.000,2019,aout,8,2,33,lundi,12,True,aout (2019)
2019-08-13 00:00:00.000,2019,aout,8,2,33,mardi,13,True,aout (2019)
2019-08-14 00:00:00.000,2019,aout,8,2,33,mercredi,14,True,aout (2019)
2019-08-15 00:00:00.000,2019,aout,8,2,33,jeudi,15,True,aout (2019)
2019-08-16 00:00:00.000,2019,aout,8,2,33,vendredi,16,True,aout (2019)
2019-08-17 00:00:00.000,2019,aout,8,2,33,samedi,17,False,aout (2019)
2019-08-18 00:00:00.000,2019,aout,8,2,33,dimanche,18,False,aout (2019)
2019-08-19 00:00:00.000,2019,aout,8,2,34,lundi,19,True,aout (2019)
2019-08-20 00:00:00.000,2019,aout,8,2,34,mardi,20,True,aout (2019)
2019-08-21 00:00:00.000,2019,aout,8,2,34,mercredi,21,True,aout (2019)
2019-08-22 00:00:00.000,2019,aout,8,2,34,jeudi,22,True,aout (2019)
2019-08-23 00:00:00.000,2019,aout,8,2,34,vendredi,23,True,aout (2019)
2019-08-24 00:00:00.000,2019,aout,8,2,34,samedi,24,False,aout (2019)
2019-08-25 00:00:00.000,2019,aout,8,2,34,dimanche,25,False,aout (2019)
2019-08-26 00:00:00.000,2019,aout,8,2,35,lundi,26,True,aout (2019)
2019-08-27 00:00:00.000,2019,aout,8,2,35,mardi,27,True,aout (2019)
2019-08-28 00:00:00.000,2019,aout,8,2,35,mercredi,28,True,aout (2019)
2019-08-29 00:00:00.000,2019,aout,8,2,35,jeudi,29,True,aout (2019)
2019-08-30 00:00:00.000,2019,aout,8,2,35,vendredi,30,True,aout (2019)
2019-08-31 00:00:00.000,2019,aout,8,2,35,samedi,31,False,aout (2019)
2019-09-01 00:00:00.000,2019,septembre,9,2,35,dimanche,1,False,septembre (2019)
2019-09-02 00:00:00.000,2019,septembre,9,2,36,lundi,2,True,septembre (2019)
2019-09-03 00:00:00.000,2019,septembre,9,2,36,mardi,3,True,septembre (2019)
2019-09-04 00:00:00.000,2019,septembre,9,2,36,mercredi,4,True,septembre (2019)
2019-09-05 00:00:00.000,2019,septembre,9,2,36,jeudi,5,True,septembre (2019)
2019-09-06 00:00:00.000,2019,septembre,9,2,36,vendredi,6,True,septembre (2019)
2019-09-07 00:00:00.000,2019,septembre,9,2,36,samedi,7,False,septembre (2019)
2019-09-08 00:00:00.000,2019,septembre,9,2,36,dimanche,8,False,septembre (2019)
2019-09-09 00:00:00.000,2019,septembre,9,2,37,lundi,9,True,septembre (2019)
2019-09-10 00:00:00.000,2019,septembre,9,2,37,mardi,10,True,septembre (2019)
2019-09-11 00:00:00.000,2019,septembre,9,2,37,mercredi,11,True,septembre (2019)
2019-09-12 00:00:00.000,2019,septembre,9,2,37,jeudi,12,True,septembre (2019)
2019-09-13 00:00:00.000,2019,septembre,9,2,37,vendredi,13,True,septembre (2019)
2019-09-14 00:00:00.000,2019,septembre,9,2,37,samedi,14,False,septembre (2019)
2019-09-15 00:00:00.000,2019,septembre,9,2,37,dimanche,15,False,septembre (2019)
2019-09-16 00:00:00.000,2019,septembre,9,2,38,lundi,16,True,septembre (2019)
2019-09-17 00:00:00.000,2019,septembre,9,2,38,mardi,17,True,septembre (2019)
2019-09-18 00:00:00.000,2019,septembre,9,2,38,mercredi,18,True,septembre (2019)
2019-09-19 00:00:00.000,2019,septembre,9,2,38,jeudi,19,True,septembre (2019)
2019-09-20 00:00:00.000,2019,septembre,9,2,38,vendredi,20,True,septembre (2019)
2019-09-21 00:00:00.000,2019,septembre,9,2,38,samedi,21,False,septembre (2019)
2019-09-22 00:00:00.000,2019,septembre,9,2,38,dimanche,22,False,septembre (2019)
2019-09-23 00:00:00.000,2019,septembre,9,2,39,lundi,23,True,septembre (2019)
2019-09-24 00:00:00.000,2019,septembre,9,2,39,mardi,24,True,septembre (2019)
2019-09-25 00:00:00.000,2019,septembre,9,2,39,mercredi,25,True,septembre (2019)
2019-09-26 00:00:00.000,2019,septembre,9,2,39,jeudi,26,True,septembre (2019)
2019-09-27 00:00:00.000,2019,septembre,9,2,39,vendredi,27,True,septembre (2019)
2019-09-28 00:00:00.000,2019,septembre,9,2,39,samedi,28,False,septembre (2019)
2019-09-29 00:00:00.000,2019,septembre,9,2,39,dimanche,29,False,septembre (2019)
2019-09-30 00:00:00.000,2019,septembre,9,2,40,lundi,30,True,septembre (2019)
2019-10-01 00:00:00.000,2019,octobre,10,2,40,mardi,1,True,octobre (2019)
2019-10-02 00:00:00.000,2019,octobre,10,2,40,mercredi,2,True,octobre (2019)
2019-10-03 00:00:00.000,2019,octobre,10,2,40,jeudi,3,True,octobre (2019)
2019-10-04 00:00:00.000,2019,octobre,10,2,40,vendredi,4,True,octobre (2019)
2019-10-05 00:00:00.000,2019,octobre,10,2,40,samedi,5,False,octobre (2019)
2019-10-06 00:00:00.000,2019,octobre,10,2,40,dimanche,6,False,octobre (2019)
2019-10-07 00:00:00.000,2019,octobre,10,2,41,lundi,7,True,octobre (2019)
2019-10-08 00:00:00.000,2019,octobre,10,2,41,mardi,8,True,octobre (2019)
2019-10-09 00:00:00.000,2019,octobre,10,2,41,mercredi,9,True,octobre (2019)
2019-10-10 00:00:00.000,2019,octobre,10,2,41,jeudi,10,True,octobre (2019)
2019-10-11 00:00:00.000,2019,octobre,10,2,41,vendredi,11,True,octobre (2019)
2019-10-12 00:00:00.000,2019,octobre,10,2,41,samedi,12,False,octobre (2019)
2019-10-13 00:00:00.000,2019,octobre,10,2,41,dimanche,13,False,octobre (2019)
2019-10-14 00:00:00.000,2019,octobre,10,2,42,lundi,14,True,octobre (2019)
2019-10-15 00:00:00.000,2019,octobre,10,2,42,mardi,15,True,octobre (2019)
2019-10-16 00:00:00.000,2019,octobre,10,2,42,mercredi,16,True,octobre (2019)
2019-10-17 00:00:00.000,2019,octobre,10,2,42,jeudi,17,True,octobre (2019)
2019-10-18 00:00:00.000,2019,octobre,10,2,42,vendredi,18,True,octobre (2019)
2019-10-19 00:00:00.000,2019,octobre,10,2,42,samedi,19,False,octobre (2019)
2019-10-20 00:00:00.000,2019,octobre,10,2,42,dimanche,20,False,octobre (2019)
2019-10-21 00:00:00.000,2019,octobre,10,2,43,lundi,21,True,octobre (2019)
2019-10-22 00:00:00.000,2019,octobre,10,2,43,mardi,22,True,octobre (2019)
2019-10-23 00:00:00.000,2019,octobre,10,2,43,mercredi,23,True,octobre (2019)
2019-10-24 00:00:00.000,2019,octobre,10,2,43,jeudi,24,True,octobre (2019)
2019-10-25 00:00:00.000,2019,octobre,10,2,43,vendredi,25,True,octobre (2019)
2019-10-26 00:00:00.000,2019,octobre,10,2,43,samedi,26,False,octobre (2019)
2019-10-27 00:00:00.000,2019,octobre,10,2,43,dimanche,27,False,octobre (2019)
2019-10-28 00:00:00.000,2019,octobre,10,2,44,lundi,28,True,octobre (2019)
2019-10-29 00:00:00.000,2019,octobre,10,2,44,mardi,29,True,octobre (2019)
2019-10-30 00:00:00.000,2019,octobre,10,2,44,mercredi,30,True,octobre (2019)
2019-10-31 00:00:00.000,2019,octobre,10,2,44,jeudi,31,True,octobre (2019)
2019-11-01 00:00:00.000,2019,novembre,11,2,44,vendredi,1,True,novembre (2019)
2019-11-02 00:00:00.000,2019,novembre,11,2,44,samedi,2,False,novembre (2019)
2019-11-03 00:00:00.000,2019,novembre,11,2,44,dimanche,3,False,novembre (2019)
2019-11-04 00:00:00.000,2019,novembre,11,2,45,lundi,4,True,novembre (2019)
2019-11-05 00:00:00.000,2019,novembre,11,2,45,mardi,5,True,novembre (2019)
2019-11-06 00:00:00.000,2019,novembre,11,2,45,mercredi,6,True,novembre (2019)
2019-11-07 00:00:00.000,2019,novembre,11,2,45,jeudi,7,True,novembre (2019)
2019-11-08 00:00:00.000,2019,novembre,11,2,45,vendredi,8,True,novembre (2019)
2019-11-09 00:00:00.000,2019,novembre,11,2,45,samedi,9,False,novembre (2019)
2019-11-10 00:00:00.000,2019,novembre,11,2,45,dimanche,10,False,novembre (2019)
2019-11-11 00:00:00.000,2019,novembre,11,2,46,lundi,11,True,novembre (2019)
2019-11-12 00:00:00.000,2019,novembre,11,2,46,mardi,12,True,novembre (2019)
2019-11-13 00:00:00.000,2019,novembre,11,2,46,mercredi,13,True,novembre (2019)
